,Date,State,Location,Stay at Home Order_-,Stay at Home Order_High-Risk Groups,Stay at Home Order_Lifted,Stay at Home Order_Rolled Back to High Risk Groups,Stay at Home Order_Statewide,Mandatory Quarantine for Travelers_-,Mandatory Quarantine for Travelers_All Air Travelers,Mandatory Quarantine for Travelers_All Travelers,Mandatory Quarantine for Travelers_From Certain States,Mandatory Quarantine for Travelers_Lifted,Mandatory Quarantine for Travelers_Rolled Back to Certain States,Mandatory Quarantine for Travelers_Rolled Back to International Travel,Non-Essential Business Closures_-,Non-Essential Business Closures_All Non-Essential Businesses Permitted to Reopen,Non-Essential Business Closures_All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Non-Essential Business Closures_Some Non-Essential Businesses Permitted to Reopen,Non-Essential Business Closures_Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Large Gatherings Ban_-,Large Gatherings Ban_>10 People Prohibited,Large Gatherings Ban_All Gatherings Prohibited,Large Gatherings Ban_Expanded to New Limit Above 25,Large Gatherings Ban_Expanded to New Limit Below 25,Large Gatherings Ban_Expanded to New Limit of 25,Large Gatherings Ban_Lifted,Large Gatherings Ban_Other,Restaurant Limits_-,Restaurant Limits_Closed Except for Takeout/Delivery,Restaurant Limits_Limited Dine-in Service,Restaurant Limits_Reopened to Dine-in Service,Restaurant Limits_Reopened to Dine-in Service ,Restaurant Limits_Reopened to Dine-in Service with Capacity Limits,Emergency Declaration_Yes,Non-Essential Business Closures_All Non-Essential Businesses Permitted to Reopen ,Mandatory Quarantine for Travelers_From Certain States (New),Non-Essential Business Closures_New Business Closures or Limits,Large Gatherings Ban_New Limit on Large Gatherings in Place,Restaurant Limits_Newly Closed to Dine-in Service,Restaurant Limits_New Capacity Limits,Restaurant Limits_New Service Limits,Large Gatherings Ban_Expanded to New Limit of 25 or Fewer,Stay at Home Order_New Stay at Home Order,Large Gatherings Ban_Expanded Limit to 25 or Fewer,Large Gatherings Ban_Expanded Limit to Greater Than 25,Mandatory Quarantine for Travelers_All Travelers (New)
13,2020-06-29,IL,Illinois,0,,1,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,1.0,0.0,0,0.0,0,1.0,,0,0,0,1,0.0,0.0,,,,,,,,,,
14,2020-06-29,IN,Indiana,0,,1,0,0,1,0.0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,1.0,0.0,0.0,0,0.0,0,0.0,,0,0,1,1,0.0,0.0,,,,,,,,,,
15,2020-06-29,IA,Iowa,1,,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1.0,0.0,0.0,0,0.0,0,0.0,,1,0,0,1,0.0,0.0,,,,,,,,,,
16,2020-06-29,KS,Kansas,0,,1,0,0,0,0.0,0,1,0,0,0,0,1,0,0,0,0.0,0,0,1.0,0.0,0.0,0,0.0,0,0.0,,0,1,0,1,0.0,0.0,,,,,,,,,,
17,2020-06-29,KY,Kentucky,0,,1,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0.0,0,0,0.0,1.0,0.0,0,0.0,0,0.0,,0,0,1,1,0.0,0.0,,,,,,,,,,
18,2020-06-29,LA,Louisiana,0,,1,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,1.0,0.0,0.0,0,0.0,0,0.0,,0,0,1,1,0.0,0.0,,,,,,,,,,
19,2020-06-29,ME,Maine,0,,0,0,1,0,0.0,1,0,0,0,0,0,0,0,1,0,0.0,0,0,1.0,0.0,0.0,0,0.0,0,0.0,,0,0,1,1,0.0,0.0,,,,,,,,,,
20,2020-06-29,MD,Maryland,0,,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0,1,1,0.0,0.0,,,,,,,,,,
21,2020-06-29,MA,Massachusetts,0,,0,1,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0.0,1,0,0.0,0.0,0.0,0,0.0,0,0.0,,1,0,0,1,0.0,0.0,,,,,,,,,,
22,2020-06-29,MI,Michigan,0,,1,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1.0,0.0,0.0,0,0.0,0,0.0,,0,0,1,1,0.0,0.0,,,,,,,,,,
23,2020-06-29,MN,Minnesota,0,,1,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0.0,1,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0,1,1,0.0,0.0,,,,,,,,,,
24,2020-06-29,MS,Mississippi,0,,1,0,0,1,0.0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0.0,1.0,0.0,0,0.0,0,0.0,,0,0,1,1,0.0,0.0,,,,,,,,,,
25,2020-06-29,MO,Missouri,0,,1,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,1,0.0,0,0.0,,1,0,0,1,0.0,0.0,,,,,,,,,,
26,2020-06-29,MT,Montana,0,,1,0,0,0,0.0,0,0,1,0,0,0,0,1,0,0,0.0,0,0,1.0,0.0,0.0,0,0.0,0,0.0,,0,0,1,1,0.0,0.0,,,,,,,,,,
27,2020-06-29,NE,Nebraska,1,,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0.0,0,0,0.0,0.0,1.0,0,0.0,0,0.0,,0,0,1,1,0.0,0.0,,,,,,,,,,
28,2020-06-29,NV,Nevada,0,,1,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,1.0,0.0,0.0,0,0.0,0,0.0,,0,0,1,1,0.0,0.0,,,,,,,,,,
29,2020-06-29,NH,New Hampshire,0,,1,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0.0,0.0,1,0.0,0,0.0,,0,0,1,1,0.0,0.0,,,,,,,,,,
30,2020-06-29,NJ,New Jersey,0,,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,1.0,0.0,0.0,0,0.0,0,0.0,,0,0,1,1,0.0,1.0,,,,,,,,,,
31,2020-06-29,NM,New Mexico,0,,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,1.0,0.0,0,0.0,0,1.0,,0,0,0,1,0.0,0.0,,,,,,,,,,
32,2020-06-29,NY,New York,0,,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0.0,1.0,0,0.0,0,0.0,,0,0,1,1,0.0,1.0,,,,,,,,,,
33,2020-06-29,NC,North Carolina,0,,1,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0,1,1,0.0,0.0,,,,,,,,,,
34,2020-06-29,ND,North Dakota,1,,0,0,0,0,0.0,1,0,0,0,0,0,1,0,0,0,1.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,,1,0,0,1,0.0,0.0,,,,,,,,,,
35,2020-06-29,OH,Ohio,0,,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,1,0.0,0,0,0.0,1.0,0.0,0,0.0,0,0.0,,1,0,0,1,0.0,0.0,,,,,,,,,,
36,2020-06-29,OK,Oklahoma,0,,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,1,0.0,0,0,0.0,0.0,0.0,1,0.0,0,0.0,,0,0,1,1,0.0,0.0,,,,,,,,,,
37,2020-06-29,OR,Oregon,0,,0,0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1.0,0.0,0.0,0,0.0,0,0.0,,1,0,0,1,0.0,0.0,,,,,,,,,,
38,2020-06-29,PA,Pennsylvania,0,,1,0,0,1,0.0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,1.0,0.0,0.0,0,0.0,0,0.0,,0,0,1,1,0.0,0.0,,,,,,,,,,
39,2020-06-29,RI,Rhode Island,0,,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,0.0,0,0,0.0,1.0,0.0,0,0.0,0,0.0,,0,0,1,1,0.0,0.0,,,,,,,,,,
40,2020-06-29,SC,South Carolina,0,,1,0,0,0,0.0,0,0,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,1,0.0,0,0.0,,1,0,0,1,0.0,0.0,,,,,,,,,,
41,2020-06-29,SD,South Dakota,1,,0,0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,1,0.0,1,0.0,,0,0,0,1,0.0,0.0,,,,,,,,,,
42,2020-06-29,TN,Tennessee,0,,1,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1.0,0.0,0.0,0,0.0,0,0.0,,1,0,0,1,0.0,0.0,,,,,,,,,,
43,2020-06-29,TX,Texas,0,,1,0,0,0,0.0,0,0,1,0,0,0,0,1,0,0,0.0,0,0,0.0,0.0,0.0,1,0.0,0,0.0,,0,0,1,1,0.0,0.0,,,,,,,,,,
44,2020-06-29,UT,Utah,0,,1,0,0,0,0.0,0,0,1,0,0,1,0,0,0,0,0.0,0,0,1.0,0.0,0.0,0,0.0,0,0.0,,1,0,0,1,0.0,0.0,,,,,,,,,,
45,2020-06-29,VT,Vermont,0,,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,0.0,0,0,0.0,0.0,1.0,0,0.0,0,0.0,,0,0,1,1,0.0,0.0,,,,,,,,,,
46,2020-06-29,VA,Virginia,0,,1,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,1.0,0.0,0.0,0,0.0,0,0.0,,0,0,1,1,0.0,0.0,,,,,,,,,,
47,2020-06-29,WA,Washington,0,,1,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0.0,0.0,0,1.0,0,0.0,,0,0,1,1,0.0,0.0,,,,,,,,,,
48,2020-06-29,WV,West Virginia,0,,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,1,0.0,0,0,1.0,0.0,0.0,0,0.0,0,0.0,,0,0,1,1,0.0,0.0,,,,,,,,,,
49,2020-06-29,WI,Wisconsin,0,,1,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,1,0.0,0,0.0,,1,0,0,1,0.0,0.0,,,,,,,,,,
50,2020-06-29,WY,Wyoming,1,,0,0,0,0,0.0,0,0,1,0,0,1,0,0,0,0,0.0,0,0,1.0,0.0,0.0,0,0.0,0,0.0,,0,1,0,1,0.0,0.0,,,,,,,,,,
0,2020-06-30,AL,Alabama,0,,1,0,0,1,0.0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0.0,0.0,0.0,1,0.0,0,,,1,0,0,1,0.0,0.0,,,,,,,,,,
1,2020-06-30,AK,Alaska,0,,1,0,0,0,0.0,1,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,1,0.0,0,,,0,1,0,1,0.0,0.0,,,,,,,,,,
2,2020-06-30,AZ,Arizona,0,,1,0,0,0,0.0,0,0,1,0,0,0,0,1,0,0,0.0,0,0,1.0,0.0,0.0,0,0.0,0,,,0,0,1,1,0.0,0.0,,,,,,,,,,
3,2020-06-30,AR,Arkansas,1,,0,0,0,0,0.0,0,0,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,1,0.0,0,,,0,0,1,1,0.0,0.0,,,,,,,,,,
4,2020-06-30,CA,California,0,,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0.0,0.0,0.0,0,0.0,0,,,0,0,1,1,0.0,0.0,,,,,,,,,,
5,2020-06-30,CO,Colorado,0,,0,1,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,1.0,0.0,0,0.0,0,,,0,0,1,1,0.0,0.0,,,,,,,,,,
6,2020-06-30,CT,Connecticut,0,,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0.0,0.0,1.0,0,0.0,0,,,0,0,1,1,0.0,1.0,,,,,,,,,,
7,2020-06-30,DE,Delaware,0,,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,1,0.0,0,0,1.0,0.0,0.0,0,0.0,0,,,0,0,1,1,0.0,0.0,,,,,,,,,,
8,2020-06-30,DC,District of Columbia,0,,1,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,1.0,0.0,0.0,0,0.0,0,,,0,0,1,1,0.0,0.0,,,,,,,,,,
9,2020-06-30,FL,Florida,0,,1,0,0,0,0.0,0,1,0,0,0,0,0,1,0,0,0.0,0,0,0.0,0.0,0.0,1,0.0,0,,,0,0,1,1,0.0,0.0,,,,,,,,,,
10,2020-06-30,GA,Georgia,0,,0,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1.0,0.0,0.0,0,0.0,0,,,0,1,0,1,1.0,0.0,,,,,,,,,,
11,2020-06-30,HI,Hawaii,0,,0,0,1,0,0.0,1,0,0,0,0,0,0,0,1,0,0.0,0,0,1.0,0.0,0.0,0,0.0,0,,,1,0,0,1,0.0,0.0,,,,,,,,,,
12,2020-06-30,ID,Idaho,0,,1,0,0,0,0.0,0,0,1,0,0,0,0,1,0,0,0.0,0,0,0.0,0.0,0.0,1,0.0,0,,,0,0,1,1,0.0,0.0,,,,,,,,,,
13,2020-06-30,IL,Illinois,0,,1,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,1.0,0.0,0.0,0,0.0,0,,,0,0,1,1,0.0,0.0,,,,,,,,,,
14,2020-06-30,IN,Indiana,0,,1,0,0,1,0.0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,1.0,0.0,0.0,0,0.0,0,,,0,0,1,1,0.0,0.0,,,,,,,,,,
15,2020-06-30,IA,Iowa,1,,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1.0,0.0,0.0,0,0.0,0,,,1,0,0,1,0.0,0.0,,,,,,,,,,
16,2020-06-30,KS,Kansas,0,,1,0,0,0,0.0,0,1,0,0,0,0,1,0,0,0,0.0,0,0,1.0,0.0,0.0,0,0.0,0,,,0,1,0,1,0.0,0.0,,,,,,,,,,
17,2020-06-30,KY,Kentucky,0,,1,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0.0,0,0,1.0,0.0,0.0,0,0.0,0,,,0,0,1,1,0.0,0.0,,,,,,,,,,
18,2020-06-30,LA,Louisiana,0,,1,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,1.0,0.0,0.0,0,0.0,0,,,0,0,1,1,0.0,0.0,,,,,,,,,,
19,2020-06-30,ME,Maine,0,,0,0,1,0,0.0,1,0,0,0,0,0,0,0,1,0,0.0,0,0,1.0,0.0,0.0,0,0.0,0,,,0,0,1,1,0.0,0.0,,,,,,,,,,
20,2020-06-30,MD,Maryland,0,,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0,0.0,0,,,0,0,1,1,0.0,0.0,,,,,,,,,,
21,2020-06-30,MA,Massachusetts,0,,0,1,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0.0,1,0,0.0,0.0,0.0,0,0.0,0,,,1,0,0,1,0.0,0.0,,,,,,,,,,
22,2020-06-30,MI,Michigan,0,,1,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1.0,0.0,0.0,0,0.0,0,,,0,0,1,1,0.0,0.0,,,,,,,,,,
23,2020-06-30,MN,Minnesota,0,,1,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0.0,1,0,0.0,0.0,0.0,0,0.0,0,,,0,0,1,1,0.0,0.0,,,,,,,,,,
24,2020-06-30,MS,Mississippi,0,,1,0,0,1,0.0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0.0,1.0,0.0,0,0.0,0,,,0,0,1,1,0.0,0.0,,,,,,,,,,
25,2020-06-30,MO,Missouri,0,,1,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,1,0.0,0,,,1,0,0,1,0.0,0.0,,,,,,,,,,
26,2020-06-30,MT,Montana,0,,1,0,0,0,0.0,0,0,1,0,0,0,0,1,0,0,0.0,0,0,1.0,0.0,0.0,0,0.0,0,,,0,0,1,1,0.0,0.0,,,,,,,,,,
27,2020-06-30,NE,Nebraska,1,,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0.0,0,0,0.0,0.0,1.0,0,0.0,0,,,0,0,1,1,0.0,0.0,,,,,,,,,,
28,2020-06-30,NV,Nevada,0,,1,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,1.0,0.0,0.0,0,0.0,0,,,0,0,1,1,0.0,0.0,,,,,,,,,,
29,2020-06-30,NH,New Hampshire,0,,1,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0.0,0.0,1,0.0,0,,,0,0,1,1,0.0,0.0,,,,,,,,,,
30,2020-06-30,NJ,New Jersey,0,,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,1.0,0.0,0.0,0,0.0,0,,,0,0,1,1,0.0,1.0,,,,,,,,,,
31,2020-06-30,NM,New Mexico,0,,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,1.0,0.0,0,0.0,0,,,0,0,1,1,0.0,0.0,,,,,,,,,,
32,2020-06-30,NY,New York,0,,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0.0,1.0,0,0.0,0,,,0,0,1,1,0.0,1.0,,,,,,,,,,
33,2020-06-30,NC,North Carolina,0,,1,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0,0.0,0,,,0,0,1,1,0.0,0.0,,,,,,,,,,
34,2020-06-30,ND,North Dakota,1,,0,0,0,0,0.0,1,0,0,0,0,0,1,0,0,0,1.0,0,0,0.0,0.0,0.0,0,0.0,0,,,1,0,0,1,0.0,0.0,,,,,,,,,,
35,2020-06-30,OH,Ohio,0,,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,1,0.0,0,0,0.0,1.0,0.0,0,0.0,0,,,1,0,0,1,0.0,0.0,,,,,,,,,,
36,2020-06-30,OK,Oklahoma,0,,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,1,0.0,0,0,0.0,0.0,0.0,1,0.0,0,,,0,0,1,1,0.0,0.0,,,,,,,,,,
37,2020-06-30,OR,Oregon,0,,0,0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1.0,0.0,0.0,0,0.0,0,,,1,0,0,1,0.0,0.0,,,,,,,,,,
38,2020-06-30,PA,Pennsylvania,0,,1,0,0,1,0.0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,1.0,0.0,0.0,0,0.0,0,,,0,0,1,1,0.0,0.0,,,,,,,,,,
39,2020-06-30,RI,Rhode Island,0,,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,0.0,0,0,0.0,0.0,1.0,0,0.0,0,,,0,0,1,1,0.0,0.0,,,,,,,,,,
40,2020-06-30,SC,South Carolina,0,,1,0,0,0,0.0,0,0,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,1,0.0,0,,,1,0,0,1,0.0,0.0,,,,,,,,,,
41,2020-06-30,SD,South Dakota,1,,0,0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,1,0.0,1,,,0,0,0,1,0.0,0.0,,,,,,,,,,
42,2020-06-30,TN,Tennessee,0,,1,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1.0,0.0,0.0,0,0.0,0,,,1,0,0,1,0.0,0.0,,,,,,,,,,
43,2020-06-30,TX,Texas,0,,1,0,0,0,0.0,0,0,1,0,0,0,0,1,0,0,0.0,0,0,0.0,0.0,0.0,1,0.0,0,,,0,0,1,1,0.0,0.0,,,,,,,,,,
44,2020-06-30,UT,Utah,0,,1,0,0,0,0.0,0,0,1,0,0,1,0,0,0,0,0.0,0,0,1.0,0.0,0.0,0,0.0,0,,,1,0,0,1,0.0,0.0,,,,,,,,,,
45,2020-06-30,VT,Vermont,0,,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,0.0,0,0,0.0,0.0,1.0,0,0.0,0,,,0,0,1,1,0.0,0.0,,,,,,,,,,
46,2020-06-30,VA,Virginia,0,,1,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,1.0,0.0,0.0,0,0.0,0,,,0,0,1,1,0.0,0.0,,,,,,,,,,
47,2020-06-30,WA,Washington,0,,1,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0.0,0.0,0,1.0,0,,,0,0,1,1,0.0,0.0,,,,,,,,,,
48,2020-06-30,WV,West Virginia,0,,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,1,0.0,0,0,1.0,0.0,0.0,0,0.0,0,,,0,0,1,1,0.0,0.0,,,,,,,,,,
49,2020-06-30,WI,Wisconsin,0,,1,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,1,0.0,0,,,1,0,0,1,0.0,0.0,,,,,,,,,,
50,2020-06-30,WY,Wyoming,1,,0,0,0,0,0.0,0,0,1,0,0,1,0,0,0,0,0.0,0,0,1.0,0.0,0.0,0,0.0,0,,,0,1,0,1,0.0,0.0,,,,,,,,,,
0,2020-07-01,AL,Alabama,0,,1,0,0,1,0.0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0.0,0.0,0.0,1,0.0,0,,,1,0,0,1,0.0,0.0,0.0,0.0,,,,,,,,
1,2020-07-01,AK,Alaska,0,,1,0,0,0,0.0,1,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,1,0.0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,,,,,,,,
2,2020-07-01,AZ,Arizona,0,,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,,,0,0,1,1,0.0,0.0,1.0,1.0,,,,,,,,
3,2020-07-01,AR,Arkansas,1,,0,0,0,0,0.0,0,0,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,1,0.0,0,,,0,0,1,1,0.0,0.0,0.0,0.0,,,,,,,,
4,2020-07-01,CA,California,0,,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0.0,0.0,0.0,0,0.0,0,,,0,0,1,1,0.0,0.0,0.0,0.0,,,,,,,,
5,2020-07-01,CO,Colorado,0,,0,1,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,1.0,0.0,0,0.0,0,,,0,0,1,1,0.0,0.0,0.0,0.0,,,,,,,,
6,2020-07-01,CT,Connecticut,0,,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0.0,0.0,1.0,0,0.0,0,,,0,0,1,1,0.0,1.0,0.0,0.0,,,,,,,,
7,2020-07-01,DE,Delaware,0,,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,1,0.0,0,0,1.0,0.0,0.0,0,0.0,0,,,0,0,1,1,0.0,0.0,0.0,0.0,,,,,,,,
8,2020-07-01,DC,District of Columbia,0,,1,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,1.0,0.0,0.0,0,0.0,0,,,0,0,1,1,0.0,0.0,0.0,0.0,,,,,,,,
9,2020-07-01,FL,Florida,0,,1,0,0,0,0.0,0,1,0,0,0,0,0,1,0,0,0.0,0,0,0.0,0.0,0.0,1,0.0,0,,,0,0,1,1,0.0,0.0,0.0,0.0,,,,,,,,
10,2020-07-01,GA,Georgia,0,,0,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1.0,0.0,0.0,0,0.0,0,,,0,1,0,1,1.0,0.0,0.0,0.0,,,,,,,,
11,2020-07-01,HI,Hawaii,0,,0,0,1,0,0.0,1,0,0,0,0,0,0,0,1,0,0.0,0,0,1.0,0.0,0.0,0,0.0,0,,,1,0,0,1,0.0,0.0,0.0,0.0,,,,,,,,
12,2020-07-01,ID,Idaho,0,,1,0,0,0,0.0,0,0,1,0,0,0,0,1,0,0,0.0,0,0,0.0,0.0,0.0,1,0.0,0,,,0,0,1,1,0.0,0.0,0.0,0.0,,,,,,,,
13,2020-07-01,IL,Illinois,0,,1,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,1.0,0.0,0.0,0,0.0,0,,,0,0,1,1,0.0,0.0,0.0,0.0,,,,,,,,
14,2020-07-01,IN,Indiana,0,,1,0,0,1,0.0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,1.0,0.0,0.0,0,0.0,0,,,0,0,1,1,0.0,0.0,0.0,0.0,,,,,,,,
15,2020-07-01,IA,Iowa,1,,0,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1.0,0.0,0.0,0,0.0,0,,,1,0,0,1,0.0,0.0,0.0,0.0,,,,,,,,
16,2020-07-01,KS,Kansas,0,,1,0,0,0,0.0,0,1,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,1,0.0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,,,,,,,,
17,2020-07-01,KY,Kentucky,0,,1,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0.0,0,0,1.0,0.0,0.0,0,0.0,0,,,0,0,1,1,0.0,0.0,0.0,0.0,,,,,,,,
18,2020-07-01,LA,Louisiana,0,,1,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0.0,0.0,0,0.0,0,,,0,0,1,1,0.0,0.0,0.0,1.0,,,,,,,,
19,2020-07-01,ME,Maine,0,,0,0,1,0,0.0,1,0,0,0,0,0,0,0,1,0,0.0,0,0,1.0,0.0,0.0,0,0.0,0,,,0,0,1,1,0.0,0.0,0.0,0.0,,,,,,,,
20,2020-07-01,MD,Maryland,0,,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0,0.0,0,,,0,0,1,1,0.0,0.0,0.0,0.0,,,,,,,,
21,2020-07-01,MA,Massachusetts,0,,0,1,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0.0,1,0,0.0,0.0,0.0,0,0.0,0,,,1,0,0,1,0.0,0.0,0.0,0.0,,,,,,,,
22,2020-07-01,MI,Michigan,0,,1,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1.0,0.0,0.0,0,0.0,0,,,0,0,1,1,0.0,0.0,0.0,0.0,,,,,,,,
23,2020-07-01,MN,Minnesota,0,,1,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0.0,1,0,0.0,0.0,0.0,0,0.0,0,,,0,0,1,1,0.0,0.0,0.0,0.0,,,,,,,,
24,2020-07-01,MS,Mississippi,0,,1,0,0,1,0.0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0.0,1.0,0.0,0,0.0,0,,,0,0,1,1,0.0,0.0,0.0,0.0,,,,,,,,
25,2020-07-01,MO,Missouri,0,,1,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,1,0.0,0,,,1,0,0,1,0.0,0.0,0.0,0.0,,,,,,,,
26,2020-07-01,MT,Montana,0,,1,0,0,0,0.0,0,0,1,0,0,0,0,1,0,0,0.0,0,0,1.0,0.0,0.0,0,0.0,0,,,0,0,1,1,0.0,0.0,0.0,0.0,,,,,,,,
27,2020-07-01,NE,Nebraska,1,,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0.0,0,0,0.0,0.0,1.0,0,0.0,0,,,0,0,1,1,0.0,0.0,0.0,0.0,,,,,,,,
